,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.7135874629020691,0.4596622586250305,0.35061419010162354,0.4479990601539612,0.9162584,0.8444891,0.91568893
1,,,,,0.10444973,0.0890874,0.16360009
2,,,,,0.3775023,0.21961261,0.36013505
3,,,,,0.2380641,0.045716517,0.087435775
4,,,,,0.6620369,0.5541653,0.7131356
