,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.6704338788986206,0.43573278188705444,0.31640076637268066,0.3953585624694824,0.88655823,0.8458934,0.9165138
1,,,,,0.46167347,0.14352593,0.2510235
2,,,,,0.039827455,0.03712451,0.07159123
3,,,,,0.1558753,0.020923562,0.04098948
4,,,,,0.6347296,0.53453636,0.69667476
