,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.7203352451324463,0.5498420000076294,0.38994333148002625,0.5027813911437988,0.92431396,0.8531463,0.92075443
1,,,,,0.44293478,0.16837756,0.28822458
2,,,,,0.4820965,0.32546404,0.49109447
3,,,,,0.27170992,0.056862596,0.10760641
4,,,,,0.6281547,0.5458663,0.70622706
