,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.4373796284198761,0.42727088928222656,0.21883566677570343,0.28109875321388245,0.8477248,0.8143189,0.897658
1,,,,,0.45052084,0.10331979,0.18728893
2,,,,,0.78540915,0.12630615,0.22428386
3,,,,,0.0039241333,0.0034590994,0.0068943505
4,,,,,0.04877545,0.046774417,0.08936867
