,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.7436472773551941,0.49749088287353516,0.39194411039352417,0.49851861596107483,0.9177153,0.8527963,0.9205505
1,,,,,0.29489356,0.16986239,0.29039723
2,,,,,0.3937725,0.30391428,0.46615684
3,,,,,0.16750236,0.034359396,0.06643609
4,,,,,0.71357065,0.59878826,0.7490526
