,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.7415042519569397,0.5775372385978699,0.41411370038986206,0.5341117978096008,0.9372769,0.8582406,0.92371315
1,,,,,0.36939538,0.21935722,0.35979158
2,,,,,0.46348104,0.3303878,0.49667895
3,,,,,0.45643485,0.086632095,0.15945065
4,,,,,0.6610982,0.57595086,0.7309249
