,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.7346208095550537,0.49030956625938416,0.3735303282737732,0.4797225892543793,0.8970121,0.84639007,0.91680527
1,,,,,0.29302537,0.19662665,0.32863492
2,,,,,0.23976044,0.16855834,0.2884894
3,,,,,0.2891505,0.06461828,0.1213924
4,,,,,0.7325995,0.5914583,0.74329096
