,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.6470540165901184,0.48846012353897095,0.3479912281036377,0.4556824266910553,0.92039907,0.8559035,0.92235774
1,,,,,0.40138134,0.21695891,0.35655913
2,,,,,0.21329257,0.18075025,0.3061617
3,,,,,0.38907057,0.03911484,0.07528492
4,,,,,0.5181571,0.4472287,0.6180484
