,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.6167195439338684,0.4997083246707916,0.3004569113254547,0.3853340744972229,0.91490376,0.85925186,0.9242985
1,,,,,0.60229844,0.119013794,0.21271193
2,,,,,0.05364771,0.050773896,0.09664095
3,,,,,0.4583969,0.05369333,0.10191453
4,,,,,0.4692947,0.41955167,0.59110445
