,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.6942020058631897,0.5423242449760437,0.38646382093429565,0.5060778260231018,0.8726027,0.82856035,0.9062434
1,,,,,0.38813406,0.2347704,0.38026568
2,,,,,0.4513988,0.29096872,0.4507758
3,,,,,0.3797689,0.05717224,0.10816069
4,,,,,0.61971676,0.52084726,0.6849435
