,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.593536376953125,0.42712363600730896,0.2868315875530243,0.3760386109352112,0.84922427,0.81111914,0.8957104
1,,,,,0.3043478,0.09031348,0.16566515
2,,,,,0.16464947,0.08743078,0.16080248
3,,,,,0.33580408,0.045199342,0.086489424
4,,,,,0.48159277,0.40009516,0.57152563
