,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.7599250078201294,0.4964996874332428,0.38043275475502014,0.478659451007843,0.9084116,0.857391,0.9232208
1,,,,,0.4521626,0.16952857,0.28990924
2,,,,,0.22279923,0.19785042,0.33034244
3,,,,,0.12099411,0.034934957,0.0675114
4,,,,,0.77813095,0.6424587,0.78231335
