,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.6693454384803772,0.4380011558532715,0.28542858362197876,0.35141974687576294,0.81805015,0.789263,0.88222134
1,,,,,0.6805933,0.09213884,0.168731
2,,,,,2.0939777e-05,2.0925756e-05,4.1850635e-05
3,,,,,0.0,0.0,0.0
4,,,,,0.69134134,0.5457201,0.7061047
