,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.6735416054725647,0.5285018682479858,0.3486388027667999,0.45778417587280273,0.82186705,0.79430693,0.88536346
1,,,,,0.58740944,0.11188268,0.20124908
2,,,,,0.45648715,0.25061217,0.40078318
3,,,,,0.16074413,0.058482934,0.11050331
4,,,,,0.6160016,0.5279093,0.69102174
