,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.6221076250076294,0.4775637686252594,0.2978198230266571,0.3762349486351013,0.8649434,0.8336906,0.9093034
1,,,,,0.59629756,0.14475963,0.25290835
2,,,,,0.0016123628,0.0016030646,0.0032009976
3,,,,,0.38877988,0.04028948,0.07745821
4,,,,,0.5361856,0.46875635,0.63830376
