,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.4588351845741272,0.4372241497039795,0.2357458621263504,0.3331133723258972,0.6678367,0.6557221,0.7920678
1,,,,,0.35960144,0.15031117,0.26134002
2,,,,,0.07890108,0.036850136,0.07108093
3,,,,,0.7407165,0.052064072,0.0989751
4,,,,,0.33906496,0.2837819,0.44210297
