,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.7370503544807434,0.5479865074157715,0.3932107090950012,0.5105776786804199,0.9207569,0.8429526,0.9147849
1,,,,,0.38626584,0.20678264,0.34270072
2,,,,,0.48802245,0.24866365,0.39828762
3,,,,,0.27556136,0.08963903,0.16452977
4,,,,,0.6693259,0.57801557,0.73258543
