,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.67633056640625,0.5656270980834961,0.3743983209133148,0.4951809346675873,0.8602149,0.8185658,0.90023226
1,,,,,0.3317482,0.18513253,0.31242502
2,,,,,0.47845298,0.29475734,0.455309
3,,,,,0.5765569,0.07865336,0.1458362
4,,,,,0.5811625,0.49488267,0.66210234
