,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.7158644199371338,0.5050423741340637,0.36625009775161743,0.4742450714111328,0.9557181,0.8496696,0.9187258
1,,,,,0.40472147,0.18891208,0.31778982
2,,,,,0.3113745,0.20346172,0.33812746
3,,,,,0.22730906,0.050738037,0.096576
4,,,,,0.62608874,0.53846896,0.7000063
