,overall_acc,avg_per_class_acc,avg_jacc,avg_dice,pc_opa,pc_j,pc_d
0,0.6596730351448059,0.5053607821464539,0.33277538418769836,0.43117374181747437,0.8614588,0.8234178,0.90315866
1,,,,,0.569803,0.09353741,0.1710731
2,,,,,0.5167518,0.24782334,0.39720902
3,,,,,0.028849648,0.017425273,0.034253668
4,,,,,0.54994076,0.481673,0.6501745
